Account_ID,Customer_ID,Customer_Name,Gender,Age,Email,Phone,City,Country,Account_Type,Account_Status,Transaction_ID,Transaction_Date,Transaction_Type,Amount,Currency,Description,Branch_Name,Manager_Name,Loan_ID,Loan_Amount,Interest_Rate,Tenure_Years,Investment_Type,ROI,Investment_Value,Card_Type,Late_Fee,Penalty,Tax_Amount,Total_Amount,Payment_Mode,Remarks
A6418,C77533,Ravi Kumar,Female,66,jane@,+917768800925,Delhi,UK,Current,Banned,T377001,2023-04-16,Transfer,996013.1821039101,USD,,Downtown,Ms. Sharma,,4138094.5481427945,3.0495656174843218,28.0,FD,25.491719710421105,450920.877697746,Amex,4942.174236370542,6106.488491277357,3109.3387297100007,1182839.15389943,Online,
A6778,C92177,Li Wei,Female,50,jane@,+916343137861,mumbai,,Business,Banned,T877434,2025-07-12,Loan Payment,270046.6394917765,GBP,Bill Payment,Downtown,Mr. Rao,,7328002.964717242,10.308601827532694,2.0,Bond,6.059269802238506,705589.9227217018,Amex,3085.635219794654,8238.530883947295,4091.275067746748,632764.5708768782,Cash,Good
A8822,C85683,michael Brown,Female,52,ravi@gmail,+917627376179,Bangalore,india,Savngs,Banned,T562134,2024-08-19,Transfer,373712.9313433469,GBP,,City Center,Mr. Rao,,6461191.857422438,10.942139585988645,29.0,Bond,8.53467438677107,185831.9263504979,,989.3648402281697,7538.613635010517,2614.9306570429676,64218.11946276848,Cash,Check required
A3651,C53037,Fatima Noor,Mle,64,john@example.com,+919761935287,,india,Current,Active,T817361,2023-05-02,Loan Payment,674224.6974033393,INR,Bill Payment,Downtown,,,5722674.505666851,10.1115271897656,11.0,Bond,2.4777929262852254,516619.3006288568,Amex,3357.1548037909897,6164.607725442522,1223.304961754522,323767.5861023055,Debet,
A4737,C48424,Li Wei,Mle,77,fatima@gmail.com,+916973048131,Delhi,USA,Savings,Inactive,T408567,2024-11-06,Withdrawal,451601.8681151427,GBP,Investment,Suburban,Mr. Rao,,7635757.141894671,24.350715994015417,24.0,Stock,24.90170536008687,257625.7756998529,RuPay,322.4255736890014,6671.673963623534,7268.295611363325,556225.1772080854,Cash,
A5373,C10848,Ravi Kumar,F,77,ravi@gmail,+918309252238,Chennai,India,Business,Active,T239849,2024-03-19,Transfer,656180.4772382574,INR,Transfer,Downtown,Mr. Lee,,9236700.36830866,6.490908194267027,,Mutual Fund,4.17978923743865,521534.9126635951,Visa,653.1000477382182,6503.932919261056,3068.609815279688,1014327.3439414429,Credit,Check required
A5500,C92106,michael Brown,Female,76,,+916680617457,mumbai,,Savngs,Banned,T859976,2024-05-13,Transfer,529691.56258243,EUR,,,Mr. Rao,,2780568.718435047,21.977272270042747,23.0,Mutual Fund,8.53467438677107,420645.53326808166,Visa,742.0717984129277,3041.760770056594,1223.304961754522,1355741.7496886065,Online,Good
A3215,C54671,michael Brown,Female,21,jane@,+918865150071,Chennai,India,Current,,T423653,2020-11-15,Transfer,249942.47851140358,GBP,Transfer,Suburban,Ms. Sharma,L4544,6294306.30934547,24.035669258942473,20.0,Stock,26.797525683224343,60691.2405053503,Visa,4716.209318694826,7319.184189935188,5723.905421231307,423995.95380464714,Cash,Delayed
A3281,C41355,Fatima Noor,Female,41,fatima@gmail.com,+918608520411,,india,Business,Active,T691669,2023-01-19,Loan Payment,405678.8283164168,EUR,Loan EMI,Main,Mrs. Patel,L7057,6461191.857422438,3.968187338508522,15.0,FD,28.003989778805682,635212.8864553814,,742.0717984129277,5505.758533599379,674.258284326732,137418.02362474313,Credt,
A7730,C55173,,F,28,fatima@gmail.com,+917785135876,mumbai,UK,Loan,Inactive,T551231,2025-08-08,Withdrawal,885026.8230148039,GBP,Bill Payment,City Center,Ms. Sharma,,2795543.396449989,9.199331070328533,9.0,,10.749209695529723,920563.9439439132,,233.07882422837434,8238.530883947295,6779.15300303286,600493.8118287886,UPI,Delayed
A7855,C35056,Li Wei,Other,85,,+918424073786,Chennai,India,Current,Banned,T158104,2021-10-24,Deposit,502597.35196135094,EUR,Transfer,Suburban,Ms. Sharma,,8336386.295783684,3.0495656174843218,8.0,Mutual Fund,17.138046625701904,963928.6301848894,RuPay,3325.782619528066,4400.716813910367,8323.054217152454,1264022.9830270198,Debit,Delayed
A2923,C29533,Ravi Kumar,,19,ravi@gmail,+918353400786,Chennai,,Current,Active,T952097,2022-01-02,Withdrawal,861246.1040376598,EUR,Investment,City Center,Mrs. Patel,,8336386.295783684,3.409442359835462,17.0,FD,4.014628076338792,265967.72112593777,,3455.95543326373,2868.2775848064857,6966.1719178533485,1176719.8475441805,Credt,Check required
A8698,C44025,Jane Smith,Mle,69,ravi@gmail,+918512366429,mumbai,USA,Savings,,T562586,2020-04-01,Deposit,803065.2201234123,INR,Bill Payment,Downtown,,L9653,1152077.4973670566,23.07970990066247,,,25.491719710421105,234375.9167642702,RuPay,2818.0309306801464,1750.7598213559017,7774.793464468438,978987.5542363548,Debit,Check required
A5952,C66520,,,16,,+918878647794,Delhi,,Savings,Active,T996974,2022-06-30,Withdrawal,674224.6974033393,INR,,Main,Mrs. Patel,,1908953.2718724494,19.485205301014023,9.0,Mutual Fund,4.17978923743865,457807.66030893935,Amex,3725.6978121916163,2584.5683303313326,6300.23373260519,1101938.8580301055,Credt,
A7929,C96538,michael Brown,Female,76,fatima@gmail.com,+919215756790,Delhi,,Savings,,T838779,2024-03-13,Deposit,878127.3854660029,INR,Loan EMI,Main,,,9236700.36830866,13.710549648360352,6.0,FD,21.02153107302025,232822.26736905606,RuPay,3255.402918284518,3041.760770056594,1925.1073861827483,550254.3479079624,Debit,
A6115,C48364,Ravi Kumar,Female,35,,+916524908680,Delhi,,Current,Inactive,T234579,2024-12-09,Deposit,286938.1882952957,EUR,Transfer,Suburban,Mr. Lee,,3167854.802010415,15.829557651542189,9.0,Mutual Fund,25.31442815082985,958547.5635495174,RuPay,1178.1387814277489,661.9682229661961,7774.793464468438,962521.6138407837,Cash,
A8196,C74248,michael Brown,Other,35,ravi@gmail,+919716387806,,,Business,Banned,T868668,2022-03-22,Withdrawal,67187.02325661574,EUR,,Downtown,Mr. Rao,,3486029.105695614,22.515332357998574,11.0,FD,14.652586349311843,559925.1531258108,MasterCard,4169.125439649792,8611.421191476393,3581.075551347086,339129.75950615224,Online,
A6264,C69823,John Doe,Female,24,ravi@gmail,+917805025317,Mumbai,india,Savings,Banned,T231661,2020-01-30,Transfer,714181.7310775347,GBP,Transfer,Downtown,Mr. Lee,,3318575.833800916,16.74970630607944,10.0,Stock,8.34043159197519,848161.2974963529,,233.07882422837434,8902.68438292236,4736.501707187361,281534.8840707213,Cash,
A9930,C55090,Ravi Kumar,Other,72,jane@,+919942660122,Mumbai,,Savngs,Active,T397474,2021-08-30,Withdrawal,877501.4928073148,INR,Loan EMI,Downtown,Mrs. Patel,L5512,3265096.0406464124,,8.0,Stock,8.6431594708136,378044.30609740916,MasterCard,3725.6978121916163,5505.758533599379,9553.336004357854,,Cash,Delayed
A2204,C90291,,F,53,john@example.com,+917672096377,Chennai,india,Loan,,T530964,2021-11-21,Loan Payment,485332.18903848727,USD,Investment,Main,Mr. Rao,,7328002.964717242,20.503976427816276,29.0,Stock,1.7157992661983155,794537.4919962189,MasterCard,3069.3850999801493,2452.978888821731,8091.09609822026,154711.59349195365,Cash,Check required
A4957,C22626,,Male,19,jane@,+918091107257,Bangalore,USA,Savngs,Banned,T758551,2025-07-28,Deposit,180081.6166490258,INR,Bill Payment,,,,1155976.09864996,23.07970990066247,4.0,FD,25.60456430690326,283504.3753089264,Visa,577.6896160314587,2466.6843908376377,63.55806676923703,556225.1772080854,UPI,
A9347,C15034,michael Brown,,79,,+918644927361,Bangalore,india,Loan,Inactive,T974880,2024-08-05,Transfer,768444.2290101304,EUR,Salary,Downtown,Mr. Lee,,8336386.295783684,16.43800889407678,26.0,Stock,8.34043159197519,978462.3897776668,Visa,742.0717984129277,9630.718703404258,856.1060320839575,1494309.9483422737,Debit,
A8297,C68366,michael Brown,Female,27,,+919188421260,Chennai,UK,Loan,,T347526,2024-04-28,Transfer,885026.8230148039,USD,Salary,Suburban,Mr. Lee,L5339,2510842.2917093844,4.120330367787421,3.0,,14.63148372619565,991987.8444618817,MasterCard,2204.04267989811,,3855.075418322077,,Credt,
A8044,C51223,Fatima Noor,Mle,67,jane@,+919918656882,Delhi,India,Business,Banned,T638129,2022-08-05,Deposit,950384.713506945,USD,Bill Payment,Suburban,Mrs. Patel,,4822751.522135538,15.072426640195184,19.0,,15.817270931571084,252558.54010342545,,2204.04267989811,343.3444471982827,4008.183491342121,1377486.3986446962,Online,
A3656,C15392,Fatima Noor,Male,59,fatima@gmail.com,+916934844101,,india,Savngs,Active,T799578,2020-10-01,Withdrawal,848432.884657868,GBP,Transfer,,Mr. Lee,,9090889.963784384,3.282383230728212,27.0,Mutual Fund,1.2176214423213545,198149.05005966927,RuPay,233.07882422837434,7244.67518412842,718.0379134921134,1438759.615380104,Debet,
A1232,C60806,michael Brown,Female,46,fatima@gmail.com,+919727928727,mumbai,India,Savings,Banned,T850943,2025-02-15,Withdrawal,585893.537220925,EUR,Salary,Downtown,Mr. Lee,,6741403.31617917,3.9784411650376765,12.0,,7.121497953481719,315257.08903639857,MasterCard,4141.404093442279,7538.613635010517,6706.730389414137,,Debit,Good
A5217,C38238,Li Wei,Male,50,john@example.com,+916667901542,,india,Current,Banned,T755002,2020-04-13,Deposit,648244.356530811,EUR,,Downtown,,,3866450.17977193,3.282383230728212,7.0,Mutual Fund,15.579901016473494,460288.0228795955,Visa,3620.866477722211,6500.8406061969545,539.0785914203223,76611.92646857898,Debet,
A9646,C29078,Fatima Noor,Other,74,ravi@gmail,+919051297593,Bangalore,,Savngs,Banned,T939482,2023-12-19,Deposit,502597.35196135094,INR,,City Center,Mrs. Patel,L6725,3167854.802010415,24.371784391021592,15.0,,27.73788675980397,724902.4647319474,Visa,12.601500376478448,9788.66236773735,3087.29381057926,323767.5861023055,Debit,Good
A9465,C41629,Ravi Kumar,F,25,fatima@gmail.com,+917658043331,Delhi,India,Current,Banned,T273597,2025-08-06,Transfer,,EUR,Transfer,,Mrs. Patel,,5096499.7008044915,14.387174147259643,,Stock,11.071408127155772,811767.3655063815,,2157.0836310403324,8363.579799981058,8323.054217152454,1014327.3439414429,Debet,Delayed
A5067,C17986,Jane Smith,F,77,jane@,+917412717907,Chennai,India,Current,Banned,T592754,2022-01-10,Transfer,542079.1417626922,USD,Loan EMI,,Mrs. Patel,L5157,4179229.9482484004,19.46020299688774,16.0,Stock,25.60456430690326,2294.584031866264,RuPay,3004.1749837634584,7319.184189935188,1142.0520022316039,794294.6546812897,Cash,Delayed
A3294,C84317,michael Brown,,35,jane@,+919529767647,Chennai,USA,Savngs,,T945701,2025-04-17,Deposit,286938.1882952957,INR,Bill Payment,Suburban,Mr. Rao,,2418693.3723753328,10.111024641114184,14.0,Stock,6.160669776055213,2294.584031866264,MasterCard,3869.6553510723993,5780.779936470901,7558.218157997074,1351448.755945659,Cash,Good
A9541,C69829,John Doe,,66,,+916179827683,Bangalore,India,Loan,Inactive,T708328,2024-04-07,Deposit,679583.8813890266,GBP,Salary,,Ms. Sharma,,4343876.390243207,15.072426640195184,23.0,Stock,24.726065328551186,374134.1220984742,MasterCard,4453.877253915471,2533.2447186290096,4571.561670574809,914931.5551734554,Debet,Delayed
A9297,C22993,John Doe,Other,69,jane@,+916288888031,,USA,Current,Active,T323249,2023-10-05,Loan Payment,170613.33635483592,GBP,Salary,Suburban,Ms. Sharma,L5839,5650068.871485042,24.963795729110984,14.0,FD,17.486754322301408,931788.6762117597,RuPay,2556.7453887040365,8815.719859434583,9271.774172695063,570103.5255901639,Debet,Good
A4083,C28789,Fatima Noor,Mle,40,ravi@gmail,+918602570054,Bangalore,UK,Savngs,,T466606,2023-07-31,Withdrawal,593746.4123731395,GBP,Salary,Downtown,Mr. Rao,L9230,5650068.871485042,6.490908194267027,17.0,,1.2176214423213545,893761.704701827,RuPay,322.4255736890014,8312.225817387492,3567.0077015753086,218715.30855329262,Cash,
A8971,C79841,John Doe,Male,82,fatima@gmail.com,+917658065558,Bangalore,india,Loan,Inactive,T579414,2020-07-01,Loan Payment,593746.4123731395,USD,Investment,Main,Ms. Sharma,,8958477.016791882,6.066739884259567,25.0,Bond,8.468700247214972,635212.8864553814,Amex,17.541747767180205,9141.547886574375,4571.561670574809,285464.2073450211,Credt,Good
A2056,C68101,,Male,48,fatima@gmail.com,+918433948925,mumbai,,Business,Banned,T778414,2020-05-30,Transfer,862348.6829480876,EUR,Investment,,Mr. Rao,,2498277.553394202,6.312770870275301,5.0,FD,26.797525683224343,643143.6348757106,Amex,2037.821561190652,3804.3458749300107,5960.392599351491,323767.5861023055,Debet,
A4624,C11695,michael Brown,Male,66,john@example.com,+917649181314,mumbai,UK,Savings,Banned,T732265,2021-09-12,Deposit,687496.0575693231,GBP,Transfer,Suburban,Mr. Lee,,9266523.382259827,3.2238156150121475,1.0,FD,11.092594719114453,869999.2740819198,,1564.0051186487553,7999.639526393771,7959.180098811374,932271.8034387637,Credit,Check required
A6005,C82421,Fatima Noor,Male,66,fatima@gmail.com,+916732417453,Bangalore,USA,Loan,Inactive,T688615,2025-01-12,Deposit,373712.9313433469,EUR,Loan EMI,City Center,Mrs. Patel,,3486029.105695614,20.36239464956886,4.0,Bond,,60691.2405053503,,433.3952107360156,7319.184189935188,9553.336004357854,196201.961882513,UPI,Check required
A7050,C34055,Jane Smith,Mle,43,john@example.com,+917862165794,,india,Loan,Active,T634703,2025-09-20,Withdrawal,463601.48447499593,GBP,Bill Payment,City Center,Mr. Rao,,2498277.553394202,9.239018859235506,18.0,Stock,15.579901016473494,313978.9609064959,Visa,3356.042807669017,9804.203788323202,63.55806676923703,1124964.5527538352,Cash,
A5307,C65214,Fatima Noor,Mle,52,fatima@gmail.com,+918003699165,Mumbai,UK,Business,Inactive,T126793,2025-06-11,Deposit,911024.5984092221,GBP,Salary,Main,Mrs. Patel,,8838747.6981015,10.600669807841836,6.0,Bond,24.726065328551186,958547.5635495174,MasterCard,989.3648402281697,5505.758533599379,718.0379134921134,496656.62665484863,Credit,Good
A8623,C44287,Li Wei,Female,56,john@example.com,+916522156795,Mumbai,USA,Loan,Inactive,T176779,2022-09-16,Loan Payment,154769.3797000427,USD,Loan EMI,City Center,Mr. Rao,L8540,9190771.669159815,19.561196145138805,8.0,,18.349516045474527,685477.9590187594,,17.541747767180205,9630.718703404258,8091.09609822026,1264022.9830270198,Online,
A1531,C10894,Ravi Kumar,F,35,john@example.com,+919977664305,,india,Loan,Active,T520360,2025-10-21,Deposit,233129.88266606015,EUR,,Downtown,Ms. Sharma,,746175.6111806429,22.419931174038094,1.0,Bond,29.690778111413053,357388.45332379115,MasterCard,577.6896160314587,2584.5683303313326,4571.561670574809,1204951.758337745,Credt,
A8538,C52693,Jane Smith,Other,56,,+916746023669,Bangalore,India,Current,Inactive,T996866,2025-06-21,Loan Payment,405678.8283164168,EUR,Bill Payment,Downtown,Mrs. Patel,L5532,2822643.879923371,7.145118528000413,6.0,,14.652586349311843,715388.0753785348,Amex,1299.3475631495617,2031.5043796246234,1223.304961754522,829953.1356988742,Debit,
A9436,C37462,Fatima Noor,F,27,,+917536243349,Delhi,India,Current,Active,T590908,2021-10-17,Deposit,106181.44074295727,EUR,Transfer,Main,Ms. Sharma,,3167854.802010415,10.557724780792816,28.0,Stock,20.515929732088466,719197.6102049741,Visa,2439.5534063900536,5427.664439503654,9553.336004357854,335981.28432171664,Debit,Check required
A9751,C77651,,Other,78,fatima@gmail.com,+917107936013,mumbai,India,Savngs,Banned,T258551,2022-12-12,Deposit,274485.1903725182,GBP,,Suburban,Mr. Rao,L5964,5514442.880619089,24.963795729110984,28.0,Stock,12.38420434927495,237065.3087050501,Visa,989.3648402281697,2466.6843908376377,6257.086251855517,1217929.250488141,Online,
A4449,C83264,Ravi Kumar,Male,31,ravi@gmail,+916126636029,Chennai,India,Savings,,T848711,2021-11-04,Withdrawal,451601.8681151427,INR,Bill Payment,City Center,Mr. Lee,L6418,8336386.295783684,15.430601531849712,23.0,FD,17.138046625701904,738048.1034636453,MasterCard,1088.5574693216188,5505.758533599379,4996.349146079705,829953.1356988742,Cash,
A8082,C96324,John Doe,Mle,23,ravi@gmail,+918091241488,Delhi,,Current,Banned,T153897,2023-02-08,Loan Payment,881866.6153406007,GBP,Loan EMI,Suburban,Ms. Sharma,,864389.9305853191,15.46056305069456,13.0,,14.652586349311843,257625.7756998529,MasterCard,12.601500376478448,9721.974489102855,3855.075418322077,1124964.5527538352,Credt,Check required
A4247,C50762,Jane Smith,Mle,55,fatima@gmail.com,+917872792968,,UK,Business,Banned,T517498,2022-03-22,Deposit,274485.1903725182,EUR,,Suburban,Mrs. Patel,L8240,3448277.112846515,8.461335707984428,25.0,FD,28.6504061122051,559925.1531258108,,4510.51109982781,8312.225817387492,558.8762521170754,567445.6065976208,Debit,Check required
A5845,C99295,Ravi Kumar,Mle,15,jane@,+918923778212,Mumbai,UK,Savings,Inactive,T874654,2022-07-07,Withdrawal,861246.1040376598,GBP,Investment,Suburban,Ms. Sharma,L1404,7820583.509818148,20.43174537953543,23.0,FD,24.666743823997315,384042.1292838816,Visa,4942.174236370542,7662.006327578452,629.3934889315256,285464.2073450211,Debit,
A7731,C52759,Li Wei,,16,ravi@gmail,+917906850796,,USA,Current,,T140696,2020-01-09,Loan Payment,408079.2892759526,EUR,,Downtown,Mr. Rao,,6521227.043402842,24.035669258942473,22.0,,6.160669776055213,366099.87960594246,Visa,12.601500376478448,5391.683267747536,3855.075418322077,1316941.6632610313,Debet,Delayed
A1543,C79147,Fatima Noor,,74,john@example.com,+918009500589,Delhi,india,Current,Active,T731728,2021-06-01,Transfer,136336.94003546867,USD,Loan EMI,Suburban,Mr. Rao,,3486029.105695614,6.490908194267027,29.0,Bond,4.014628076338792,633804.3810508488,Visa,1425.0051004302766,6295.6583962705345,3500.614658086789,1351448.755945659,Debet,Check required
A2653,C54158,michael Brown,Male,62,jane@,+918557471873,Bangalore,India,Business,Active,T539538,2021-04-03,Deposit,97797.50465921982,USD,Loan EMI,City Center,Mr. Lee,,2795543.396449989,11.672579406716483,14.0,FD,12.197552721879209,283504.3753089264,MasterCard,3253.489931402312,7319.184189935188,21.588407498399633,196201.961882513,Credit,Check required
A9214,C56785,John Doe,,43,john@example.com,+917265693832,,India,Savngs,Banned,T559969,2022-11-01,Withdrawal,67187.02325661574,GBP,Bill Payment,Main,,,2231690.440765202,19.46020299688774,11.0,,17.312107528448674,608963.878422469,MasterCard,1178.1387814277489,5427.664439503654,8982.534293704897,794294.6546812897,Credit,
A7955,C57026,Ravi Kumar,Male,24,fatima@gmail.com,+919710671652,,,Savngs,,T209817,2024-04-05,Transfer,270046.6394917765,EUR,Salary,Downtown,Mr. Rao,L8522,2103689.034563995,24.371784391021592,19.0,Mutual Fund,15.3593457561552,135409.12196937596,,4991.355500607326,7999.639526393771,3581.075551347086,1182839.15389943,Credt,Check required
A1429,C68036,John Doe,Other,72,,+919239185392,Bangalore,USA,Savings,,T361130,2025-04-12,Loan Payment,388182.6446228202,USD,Transfer,City Center,Mr. Rao,,4944908.9980739355,3.8637622628046304,3.0,FD,1.7157992661983155,929562.0776705791,Visa,2349.680669221361,499.52971264538127,2686.775221329316,137418.02362474313,Online,Delayed
A4182,C42553,Li Wei,Female,74,ravi@gmail,+918799687193,Mumbai,India,Current,Active,T651888,2024-02-17,Deposit,887574.3155090096,GBP,Transfer,City Center,Mr. Lee,,5456283.337253873,11.672579406716483,25.0,FD,1.2176214423213545,643143.6348757106,,47.75497733137624,2533.2447186290096,1223.304961754522,1486822.6837076556,Cash,Check required
A7797,C67151,Fatima Noor,Male,35,john@example.com,+916399318527,mumbai,India,Savngs,Banned,T927334,2024-07-15,Withdrawal,398115.0351948698,EUR,Investment,City Center,Mr. Lee,,5120446.403227928,7.145118528000413,12.0,Bond,10.749209695529723,738048.1034636453,MasterCard,1425.0051004302766,5880.657671438793,9099.823183862198,1316941.6632610313,Credt,
A6861,C88460,Jane Smith,Mle,42,fatima@gmail.com,+916060700368,Chennai,,Business,Banned,T679554,2025-07-23,Loan Payment,154769.3797000427,INR,Loan EMI,Suburban,,,8225687.01853336,3.409442359835462,28.0,FD,27.478491322242945,379904.2469178631,MasterCard,47.75497733137624,499.52971264538127,7443.8826521301435,627054.7846566598,Online,
A5458,C28509,Li Wei,Male,89,,+917177040585,Chennai,India,Savings,,T370180,2020-03-05,Deposit,270046.6394917765,INR,Loan EMI,City Center,Mrs. Patel,,2904282.00209408,7.550456563002612,8.0,FD,28.697297452498958,379904.2469178631,Amex,4232.0204220981705,3131.3888509078024,1661.6859399350537,1266976.1884780037,Debet,
A5794,C17360,Ravi Kumar,F,48,jane@,+918849754193,mumbai,india,Business,Inactive,T234355,2023-11-29,Transfer,172902.76945130664,INR,Loan EMI,Suburban,Ms. Sharma,,3265096.0406464124,23.07970990066247,11.0,Stock,13.720068387611411,931788.6762117597,Visa,397.85242628791906,4856.121788426299,4091.275067746748,735832.3882785506,Credit,Delayed
A2870,C81617,Jane Smith,Female,22,fatima@gmail.com,+918752967058,Mumbai,,Savings,Banned,T177066,2025-03-13,Loan Payment,402949.74204694363,INR,Loan EMI,,,L6609,6700991.334872115,22.419931174038094,9.0,Stock,26.797525683224343,864734.547251879,Amex,2234.289835189393,3699.187480556668,4002.030395705224,1499436.2992422548,Online,Delayed
A4399,C66129,Li Wei,Male,73,,+919956876967,Mumbai,,Savngs,Active,T208391,2023-01-03,Transfer,344571.4428047238,EUR,Transfer,City Center,,,6461191.857422438,8.450980235847705,8.0,Bond,14.63148372619565,794537.4919962189,,4283.626679025848,2228.954150894179,4774.841780014491,863257.5536417122,Credt,
A6775,C22212,Fatima Noor,Female,86,jane@,+916876356494,Bangalore,UK,Savngs,Banned,T737683,2024-09-08,Loan Payment,772054.5827937576,GBP,Loan EMI,City Center,Mr. Rao,,192988.90008509325,4.358493491691109,20.0,,11.431299316315403,978462.3897776668,Amex,3725.6978121916163,7334.461201125781,6463.633447864693,107161.98753637442,Cash,
A1895,C74779,Ravi Kumar,,63,john@example.com,+917900551913,Bangalore,india,Business,Inactive,T214482,2022-04-10,Withdrawal,648244.356530811,GBP,Salary,,Mr. Rao,,3187584.678837018,9.325444369906808,22.0,,25.491719710421105,844920.4263654543,MasterCard,609.0371611921086,9141.547886574375,6048.856082288205,1076491.737314693,Debit,Check required
A9516,C11375,Ravi Kumar,,31,,+918305005780,mumbai,india,Current,Active,T163692,2020-06-16,Deposit,861076.8301860715,USD,Transfer,,Mr. Rao,,3567497.936194405,17.621800378164295,6.0,Bond,6.002374845466548,306519.39224096056,RuPay,1088.5574693216188,6943.340904661149,4008.183491342121,335981.28432171664,Debit,Good
A7717,C51061,John Doe,Female,74,john@example.com,+919581215512,Delhi,,Current,Inactive,T115204,2023-06-27,Deposit,-5000.0,EUR,Loan EMI,,,,2506062.540506736,11.672579406716483,24.0,Stock,14.652586349311843,734421.7188688285,Visa,2204.04267989811,6959.091038415357,5294.204419684046,810698.5060711964,Debet,Good
A9719,C66088,,Female,59,jane@,+916123504084,Delhi,,Loan,Active,T171964,2025-06-27,Withdrawal,15097.000527098968,USD,Loan EMI,Main,,,8839121.880924009,9.868152208990608,11.0,Mutual Fund,23.218371357162123,374134.1220984742,Amex,4689.44535711027,8363.579799981058,8708.791375954588,927782.0849247195,Debit,Good
A6410,C28542,michael Brown,Female,83,,+918130495411,Chennai,UK,Business,Active,T315687,2024-08-17,Loan Payment,914592.9767782255,GBP,Loan EMI,City Center,Mrs. Patel,,1889834.2425027774,21.977272270042747,15.0,Mutual Fund,26.401455438543483,283504.3753089264,Visa,653.1000477382182,2031.5043796246234,6569.491838561349,1076491.737314693,Online,
A3015,C70616,michael Brown,Mle,46,fatima@gmail.com,+916869902505,Chennai,USA,Savings,Inactive,T578976,2022-12-05,Deposit,69954.93449259321,INR,Loan EMI,,Ms. Sharma,,4190722.7352097784,7.550456563002612,14.0,Stock,7.7786294091385315,991987.8444618817,Visa,12.068772004882323,3032.7547689195444,8982.534293704897,1070327.768918043,Credit,Check required
A3849,C72560,Li Wei,Male,58,,+918572985716,mumbai,India,Savngs,Banned,T756272,2025-06-29,Transfer,387825.55209689675,EUR,Transfer,Downtown,,,9127477.355046552,24.371784391021592,6.0,FD,18.618905776567864,608963.878422469,RuPay,,3699.187480556668,4774.841780014491,348732.7479748416,Debet,Good
A6909,C33116,Li Wei,Female,79,ravi@gmail,+917250272617,mumbai,,Loan,Inactive,T663808,2022-06-18,Deposit,914592.9767782255,EUR,Investment,Main,Mrs. Patel,,6741403.31617917,17.743576705864207,7.0,Bond,26.491930860414975,833083.6032612266,MasterCard,3455.95543326373,2533.2447186290096,1918.3400395881322,1327784.5442568623,Online,Delayed
A2202,C49975,,Female,22,,+916652165283,Mumbai,India,Business,Inactive,T193410,2021-07-18,Transfer,640286.889860781,EUR,Loan EMI,Main,Ms. Sharma,L5878,3556110.649551689,14.446144879342414,6.0,FD,3.2984104029134755,252558.54010342545,RuPay,753.5734909960595,2797.2362916675797,9735.80611385447,107161.98753637442,Debit,
A8091,C98228,michael Brown,Other,86,fatima@gmail.com,+919196923704,,,Business,Banned,T204353,2022-01-16,Transfer,958331.8537127386,GBP,Salary,City Center,,,5650068.871485042,3.8637622628046304,10.0,FD,7.121497953481719,521534.9126635951,,4169.125439649792,3681.0285375469607,8511.776343041716,419669.1942552486,Credt,
A2600,C36189,Ravi Kumar,Male,57,jane@,+917257406908,Mumbai,,Savings,Inactive,T233526,2025-04-14,Transfer,640286.889860781,USD,,City Center,Ms. Sharma,,2795543.396449989,17.621800378164295,3.0,Stock,18.349516045474527,958547.5635495174,RuPay,,1523.4979109261526,2433.813502947666,1204951.758337745,Credit,Check required
A9503,C97948,Li Wei,Female,15,ravi@gmail,+919866379897,,india,Business,Active,T222954,2023-12-01,Deposit,655417.6611435069,GBP,Transfer,Main,Mrs. Patel,L3457,3951446.6903418307,5.834725663246742,27.0,Mutual Fund,2.7315990704889037,234375.9167642702,RuPay,3356.042807669017,7244.67518412842,6966.1719178533485,1032454.4662749266,Debit,Good
A3386,C63147,John Doe,Mle,65,ravi@gmail,+919579784731,,india,Loan,Inactive,T237427,2022-04-09,Loan Payment,520568.4815881504,INR,Salary,Downtown,Mr. Rao,L9487,4193357.4342229436,3.7249918525220345,17.0,FD,17.138046625701904,378044.30609740916,RuPay,2022.2703465023883,6959.091038415357,5092.144389058023,423995.95380464714,Credit,Delayed
A4001,C80157,Li Wei,,38,fatima@gmail.com,+918319881578,,india,Savngs,,T810428,2023-07-03,Loan Payment,470377.0155324127,INR,Bill Payment,Suburban,Mr. Lee,,192988.90008509325,18.541031722705025,18.0,Bond,18.349516045474527,528548.4700212231,RuPay,621.7911068408189,5780.779936470901,2559.762490895352,471602.6282380188,Debet,Good
A8759,C66604,Fatima Noor,F,38,,+917111123545,Bangalore,,Loan,Active,T551373,2022-02-04,Deposit,373712.9313433469,INR,Salary,City Center,Mr. Lee,,8688110.38026726,6.312770870275301,6.0,Mutual Fund,23.2437198834082,967066.4750831389,MasterCard,989.3648402281697,5732.911736027003,9099.823183862198,1494309.9483422737,Credit,
A9550,C65408,Jane Smith,,31,jane@,+919312603533,Bangalore,india,Savings,,T529582,2021-09-11,Loan Payment,897429.3081731659,INR,Transfer,Suburban,Ms. Sharma,,192988.90008509325,10.942139585988645,29.0,Mutual Fund,11.092594719114453,232992.38980789724,MasterCard,2743.7313922008934,9820.885701999348,1122.6566274614636,1438759.615380104,Debet,Check required
